Date,Price,Open,High,Low,Vol.,Change %
"Jul 12, 2017",996.09,995.16,998.97,992.48,1.21B,0.42%
"Jul 13, 2017",999.35,1000.35,1002.66,996.70,1.04B,0.33%
"Jul 14, 2017",999.30,1000.55,1001.46,996.01,682.72M,-0.01%
"Jul 17, 2017",996.76,1001.81,1002.79,995.29,674.98M,-0.25%
"Jul 18, 2017",996.25,997.64,998.38,993.31,975.74M,-0.05%
"Jul 19, 2017",1000.22,998.65,1001.33,996.48,613.17M,0.40%
"Jul 20, 2017",998.59,1000.52,1001.81,997.99,831.86M,-0.16%
"Jul 21, 2017",998.19,999.93,1001.36,997.35,1.16B,-0.04%
"Jul 24, 2017",1000.91,998.74,1003.12,998.34,782.73M,0.27%
"Jul 25, 2017",1005.53,1002.23,1006.36,1000.89,1.22B,0.46%
"Jul 26, 2017",1007.28,1006.47,1009.21,1005.18,945.63M,0.17%
"Jul 27, 2017",1007.08,1008.35,1008.75,1004.22,707.69M,-0.02%
"Jul 31, 2017",1003.96,1007.39,1007.97,998.29,1.03B,-0.31%
"Aug 01, 2017",1002.77,1001.85,1004.96,999.30,842.53M,-0.12%
"Aug 02, 2017",1004.88,1005.83,1006.72,1002.59,905.85M,0.21%
"Aug 03, 2017",1002.69,1004.50,1006.96,1002.24,588.86M,-0.22%
"Aug 04, 2017",1002.19,1004.31,1005.35,1001.23,678.83M,-0.05%
"Aug 07, 2017",999.79,1002.16,1003.20,998.38,661.67M,-0.24%
"Aug 08, 2017",1002.40,1000.98,1004.29,999.16,672.71M,0.26%
"Aug 09, 2017",999.47,1002.63,1002.95,997.37,535.94M,-0.29%
"Aug 10, 2017",1000.34,1000.01,1001.73,996.20,615.58M,0.09%
"Aug 11, 2017",995.06,997.47,998.07,991.42,884.07M,-0.53%
"Aug 15, 2017",999.16,1000.08,1002.91,997.60,762.35M,0.41%
"Aug 16, 2017",998.51,998.13,999.71,995.02,923.59M,-0.07%
"Aug 17, 2017",997.78,999.45,1000.25,995.82,1.28B,-0.07%
"Aug 18, 2017",996.70,996.55,998.40,994.05,860.09M,-0.11%
"Aug 21, 2017",999.27,998.70,1001.06,997.36,724.45M,0.26%
"Aug 22, 2017",1001.85,1000.97,1003.14,999.13,778.43M,0.26%
"Aug 23, 2017",1001.51,1003.10,1004.21,998.78,661.89M,-0.03%
"Aug 24, 2017",1003.56,1003.30,1005.06,1000.84,906.79M,0.20%
"Aug 25, 2017",1003.17,1003.81,1005.44,999.97,731.33M,-0.04%
"Aug 28, 2017",1010.57,1006.23,1013.78,1004.60,1.19B,0.74%
"Aug 29, 2017",1034.76,1011.65,1038.13,1010.40,2.36B,2.39%
"Aug 30, 2017",1034.65,1037.19,1044.36,1032.32,1.31B,-0.01%
"Aug 31, 2017",1034.29,1031.96,1034.38,1028.29,1.34B,-0.03%
"Sep 01, 2017",1033.85,1037.25,1038.85,1032.48,728.34M,-0.04%
"Sep 04, 2017",1033.90,1032.80,1034.92,1029.63,870.35M,0.00%
"Sep 05, 2017",1033.79,1034.74,1036.10,1030.63,1.11B,-0.01%
"Sep 06, 2017",1033.92,1033.54,1034.08,1029.10,1.31B,0.01%
"Sep 07, 2017",1041.78,1035.33,1043.04,1033.59,1.49B,0.76%
"Sep 08, 2017",1046.26,1046.67,1054.70,1044.80,1.74B,0.43%
"Sep 11, 2017",1047.31,1046.99,1051.51,1044.95,1.17B,0.10%
"Sep 12, 2017",1050.24,1050.12,1052.90,1046.95,1.13B,0.28%
"Sep 13, 2017",1049.16,1052.59,1055.76,1047.62,1.37B,-0.10%
"Sep 14, 2017",1062.29,1051.39,1064.66,1049.53,1.69B,1.25%
"Sep 15, 2017",1064.27,1062.62,1065.42,1058.04,1.42B,0.19%
"Sep 18, 2017",1074.16,1066.64,1079.83,1066.17,2.00B,0.93%
"Sep 19, 2017",1075.89,1075.60,1077.94,1068.00,1.64B,0.16%
"Sep 20, 2017",1072.61,1074.21,1076.71,1067.81,1.28B,-0.30%
"Sep 21, 2017",1070.39,1072.55,1075.99,1069.83,834.53M,-0.21%
"Sep 22, 2017",1061.16,1066.47,1070.01,1060.64,1.33B,-0.86%
"Sep 25, 2017",1067.41,1062.45,1068.74,1059.45,1.04B,0.59%
"Sep 26, 2017",1069.07,1070.36,1073.28,1067.41,1.02B,0.16%
"Sep 27, 2017",1070.45,1069.40,1073.75,1063.80,1.27B,0.13%
"Sep 28, 2017",1066.16,1071.61,1073.23,1061.07,1.17B,-0.40%
"Sep 29, 2017",1068.92,1065.98,1072.06,1063.62,1.05B,0.26%
"Oct 02, 2017",1081.51,1071.88,1083.11,1071.65,1.28B,1.18%
"Oct 03, 2017",1081.07,1083.51,1084.35,1077.81,935.76M,-0.04%
"Oct 04, 2017",1077.26,1083.73,1088.20,1074.65,1.50B,-0.35%
"Oct 05, 2017",1077.91,1078.52,1080.81,1075.14,1.20B,0.06%
"Oct 06, 2017",1081.63,1082.07,1085.89,1079.69,1.31B,0.35%
"Oct 09, 2017",1079.82,1082.86,1084.97,1079.15,776.38M,-0.17%
"Oct 10, 2017",1092.02,1081.33,1093.50,1076.70,1.38B,1.13%
"Oct 11, 2017",1096.64,1097.65,1100.37,1093.72,1.38B,0.42%
"Oct 12, 2017",1094.33,1099.16,1100.66,1091.87,1.17B,-0.21%
"Oct 16, 2017",1105.49,1100.18,1107.12,1099.44,1.27B,1.02%
"Oct 17, 2017",1104.72,1105.20,1107.69,1100.02,1.63B,-0.07%
"Oct 18, 2017",1092.55,1103.79,1103.94,1091.67,1.18B,-1.10%
"Oct 19, 2017",1074.37,1091.80,1094.64,1072.75,1.48B,-1.66%
"Oct 20, 2017",1079.07,1066.12,1082.21,1065.27,1.50B,0.44%
"Oct 24, 2017",1082.98,1080.11,1087.10,1077.81,788.08M,0.36%
"Oct 25, 2017",1086.25,1087.59,1089.75,1083.73,768.03M,0.30%
"Oct 27, 2017",1090.66,1088.22,1096.06,1087.91,886.46M,0.41%
"Oct 30, 2017",1093.45,1093.21,1097.20,1081.64,1.02B,0.26%
"Oct 31, 2017",1094.74,1095.63,1099.57,1092.81,1.06B,0.12%
"Nov 01, 2017",1089.13,1099.65,1100.46,1088.31,1.25B,-0.51%
"Nov 02, 2017",1079.45,1089.24,1090.02,1079.41,1.20B,-0.89%
"Nov 03, 2017",1078.50,1083.00,1083.40,1076.09,1.11B,-0.09%
"Nov 06, 2017",1086.33,1079.68,1087.00,1073.89,1.04B,0.73%
"Nov 07, 2017",1087.89,1089.43,1092.91,1086.55,907.88M,0.14%
"Nov 08, 2017",1089.02,1089.07,1092.77,1085.41,927.12M,0.10%
"Nov 09, 2017",1081.52,1091.70,1092.10,1080.33,917.62M,-0.69%
"Nov 10, 2017",1072.97,1081.15,1082.88,1072.31,986.66M,-0.79%
"Nov 13, 2017",1072.23,1070.79,1075.19,1066.35,825.33M,-0.07%
"Nov 14, 2017",1083.79,1074.56,1085.88,1071.21,827.05M,1.08%
"Nov 15, 2017",1075.03,1081.88,1082.88,1073.46,1.04B,-0.81%
"Nov 16, 2017",1076.63,1076.94,1081.46,1076.38,1.68B,0.15%
"Nov 17, 2017",1089.23,1084.38,1091.03,1080.43,1.06B,1.17%
"Nov 20, 2017",1090.86,1092.98,1094.73,1089.87,734.79M,0.15%
"Nov 21, 2017",1089.93,1092.91,1094.59,1086.96,1.08B,-0.09%
"Nov 22, 2017",1092.94,1093.87,1099.45,1091.50,896.20M,0.28%
"Nov 23, 2017",1090.30,1095.19,1096.91,1089.57,1.01B,-0.24%
"Nov 24, 2017",1083.70,1089.36,1092.14,1080.15,1.37B,-0.61%
"Nov 27, 2017",1084.57,1081.72,1085.57,1078.19,761.68M,0.08%
"Nov 28, 2017",1091.06,1084.40,1091.06,1083.93,953.87M,0.60%
"Nov 29, 2017",1091.68,1093.12,1098.11,1090.30,1.20B,0.06%
"Nov 30, 2017",1085.86,1088.97,1093.75,1082.86,1.17B,-0.53%
"Dec 01, 2017",1089.24,1091.57,1092.82,1085.90,1.11B,0.31%
"Dec 04, 2017",1090.40,1093.58,1094.79,1086.33,695.69M,0.11%
"Dec 06, 2017",1090.79,1088.21,1091.26,1082.71,904.25M,0.04%
"Dec 07, 2017",1098.08,1090.44,1098.08,1087.66,899.59M,0.67%
"Dec 08, 2017",1100.68,1100.24,1105.04,1097.44,945.58M,0.24%
"Dec 12, 2017",1101.36,1103.00,1104.83,1098.70,739.72M,0.06%
"Dec 13, 2017",1104.15,1102.69,1106.29,1100.85,836.79M,0.25%
"Dec 14, 2017",1111.49,1105.79,1111.55,1103.71,827.03M,0.66%
"Dec 15, 2017",1113.30,1110.35,1113.55,1106.92,1.03B,0.16%
"Dec 18, 2017",1117.82,1115.33,1120.45,1112.69,948.64M,0.41%
"Dec 19, 2017",1122.30,1119.87,1125.79,1119.20,1.30B,0.40%
"Dec 20, 2017",1126.23,1122.98,1127.37,1118.73,1.08B,0.35%
"Dec 21, 2017",1124.57,1126.95,1128.66,1122.86,751.38M,-0.15%
"Dec 22, 2017",1128.48,1126.11,1130.42,1123.05,873.42M,0.35%
"Dec 25, 2017",1135.70,1130.90,1137.99,1129.61,772.37M,0.64%
"Dec 26, 2017",1136.20,1135.62,1137.88,1129.15,758.15M,0.04%
"Dec 27, 2017",1136.92,1139.49,1145.14,1135.76,832.13M,0.06%
"Dec 28, 2017",1129.30,1139.05,1140.04,1123.40,1.35B,-0.67%
"Dec 29, 2017",1135.14,1133.14,1136.54,1130.55,896.64M,0.52%
"Jan 03, 2018",1156.28,1139.70,1157.16,1138.20,2.06B,1.86%
"Jan 04, 2018",1167.29,1162.74,1167.80,1156.97,2.11B,0.95%
"Jan 05, 2018",1167.18,1169.49,1173.90,1163.09,1.83B,-0.01%
"Jan 08, 2018",1163.72,1168.99,1179.54,1163.72,1.56B,-0.30%
"Jan 09, 2018",1165.86,1164.60,1167.95,1156.48,1.50B,0.18%
"Jan 10, 2018",1164.68,1170.56,1175.28,1162.75,2.25B,-0.10%
"Jan 11, 2018",1170.56,1164.05,1171.70,1157.07,1.55B,0.50%
"Jan 12, 2018",1175.81,1176.10,1181.54,1174.80,1.56B,0.45%
"Jan 15, 2018",1188.44,1182.69,1191.78,1182.16,2.02B,1.07%
"Jan 16, 2018",1187.02,1194.16,1195.19,1184.83,1.52B,-0.12%
"Jan 17, 2018",1189.89,1184.66,1190.65,1181.69,1.70B,0.24%
"Jan 18, 2018",1182.70,1194.53,1195.75,1182.65,1.83B,-0.60%
"Jan 19, 2018",1183.60,1178.63,1183.60,1170.95,2.00B,0.08%
"Jan 22, 2018",1185.78,1182.14,1189.08,1178.78,1.17B,0.18%
"Jan 23, 2018",1192.74,1190.69,1195.60,1186.67,1.83B,0.59%
"Jan 24, 2018",1195.60,1191.27,1197.75,1189.01,1.45B,0.24%
"Jan 25, 2018",1181.56,1198.88,1202.06,1181.56,2.09B,-1.17%
"Jan 26, 2018",1189.45,1182.41,1189.85,1173.81,2.01B,0.67%
"Jan 29, 2018",1195.46,1194.95,1197.76,1190.74,1.23B,0.51%
"Jan 30, 2018",1186.17,1192.89,1193.78,1182.60,1.51B,-0.78%
"Jan 31, 2018",1186.16,1181.83,1192.44,1180.36,1.38B,0.00%
"Feb 01, 2018",1191.83,1191.58,1194.61,1188.21,1.31B,0.48%
"Feb 02, 2018",1188.12,1195.82,1198.35,1184.14,1.53B,-0.31%
"Feb 05, 2018",1175.46,1168.66,1179.18,1167.74,2.70B,-1.07%
"Feb 06, 2018",1161.67,1151.47,1164.18,1140.37,3.03B,-1.17%
"Feb 07, 2018",1159.01,1170.19,1172.46,1156.18,1.63B,-0.23%
"Feb 08, 2018",1156.96,1159.55,1165.05,1154.11,1.21B,-0.18%
"Feb 09, 2018",1154.71,1143.32,1157.25,1142.57,1.36B,-0.19%
"Feb 12, 2018",1163.81,1156.89,1164.11,1153.98,953.43M,0.79%
"Feb 13, 2018",1164.95,1167.60,1168.59,1162.24,1.22B,0.10%
"Feb 14, 2018",1160.09,1169.04,1169.87,1159.98,1.02B,-0.42%
"Feb 15, 2018",1168.97,1166.48,1170.00,1161.26,711.90M,0.77%
"Feb 16, 2018",1171.83,1171.85,1174.72,1169.23,644.34M,0.24%
"Feb 19, 2018",1174.97,1176.50,1181.30,1174.15,954.31M,0.27%
"Feb 20, 2018",1169.10,1176.10,1178.52,1168.80,882.91M,-0.50%
"Feb 21, 2018",1173.75,1178.10,1180.27,1170.06,3.04B,0.40%
"Feb 22, 2018",1171.45,1174.35,1181.76,1170.21,1.54B,-0.20%
"Feb 23, 2018",1183.47,1175.55,1184.93,1171.66,1.09B,1.03%
"Feb 26, 2018",1206.31,1185.73,1206.38,1183.57,1.35B,1.93%
"Feb 27, 2018",1205.90,1212.54,1223.67,1205.80,2.09B,-0.03%
"Feb 28, 2018",1205.57,1204.59,1214.22,1201.77,1.43B,-0.03%
"Mar 02, 2018",1193.17,1197.88,1201.62,1188.45,1.40B,-1.03%
"Mar 05, 2018",1189.54,1192.54,1195.81,1176.61,1.18B,-0.30%
"Mar 06, 2018",1182.24,1190.99,1196.52,1179.96,1.77B,-0.61%
"Mar 07, 2018",1170.00,1180.04,1181.08,1168.85,1.52B,-1.04%
"Mar 08, 2018",1169.75,1173.54,1182.05,1164.22,1.42B,-0.02%
"Mar 09, 2018",1172.17,1175.16,1176.50,1162.09,1.30B,0.21%
"Mar 12, 2018",1190.66,1183.58,1190.66,1178.45,1.66B,1.58%
"Mar 13, 2018",1195.91,1187.79,1196.00,1184.30,1.99B,0.44%
"Mar 14, 2018",1195.41,1192.35,1199.66,1190.48,2.02B,-0.04%
"Mar 15, 2018",1195.26,1196.52,1200.41,1191.51,2.05B,-0.01%
"Mar 16, 2018",1192.49,1191.60,1197.15,1188.92,1.47B,-0.23%
"Mar 19, 2018",1184.63,1192.99,1193.37,1183.14,1.20B,-0.66%
"Mar 20, 2018",1183.87,1180.51,1187.89,1179.17,1.16B,-0.06%
"Mar 21, 2018",1183.00,1189.53,1191.09,1180.94,1.28B,-0.07%
"Mar 22, 2018",1182.23,1189.31,1193.40,1180.58,942.12M,-0.07%
"Mar 23, 2018",1181.86,1169.67,1181.86,1168.81,980.33M,-0.03%
"Mar 26, 2018",1187.86,1183.30,1188.12,1179.77,659.28M,0.51%
"Mar 27, 2018",1188.10,1192.26,1193.82,1186.21,1.35B,0.02%
"Mar 28, 2018",1177.92,1186.23,1190.44,1175.21,1.17B,-0.86%
"Mar 29, 2018",1164.10,1176.58,1180.63,1156.01,2.67B,-1.17%
"Mar 30, 2018",1171.79,1169.93,1173.48,1155.88,1.74B,0.66%
"Apr 02, 2018",1175.24,1170.17,1176.41,1168.00,1.06B,0.29%
"Apr 03, 2018",1165.17,1168.17,1174.10,1163.11,1.64B,-0.86%
"Apr 04, 2018",1136.72,1166.24,1170.25,1136.63,2.84B,-2.44%
"Apr 05, 2018",1147.21,1144.85,1149.65,1136.17,1.38B,0.92%
"Apr 09, 2018",1159.00,1146.71,1160.26,1144.88,1.30B,1.03%
"Apr 10, 2018",1164.71,1163.28,1166.33,1153.66,1.28B,0.49%
"Apr 11, 2018",1164.07,1166.69,1170.40,1159.51,1.13B,-0.05%
"Apr 12, 2018",1166.38,1165.43,1169.78,1159.85,874.48M,0.20%
"Apr 17, 2018",1157.32,1166.08,1167.83,1155.26,1.10B,-0.78%
"Apr 18, 2018",1170.16,1161.69,1170.33,1160.65,1.34B,1.11%
"Apr 19, 2018",1188.65,1174.94,1188.87,1173.69,1.66B,1.58%
"Apr 20, 2018",1194.87,1190.12,1198.48,1183.67,1.90B,0.52%
"Apr 23, 2018",1185.35,1194.25,1198.11,1184.94,1.14B,-0.80%
"Apr 24, 2018",1183.41,1190.19,1196.94,1180.11,1.59B,-0.16%
"Apr 25, 2018",1176.61,1177.38,1182.74,1170.91,1.55B,-0.57%
"Apr 26, 2018",1171.85,1176.92,1181.37,1168.90,1.12B,-0.40%
"Apr 27, 2018",1177.59,1175.37,1177.59,1167.44,1.29B,0.49%
"Apr 30, 2018",1177.02,1179.90,1181.22,1174.86,988.43M,-0.05%
"May 02, 2018",1186.26,1174.72,1186.26,1170.47,1.28B,0.79%
"May 03, 2018",1184.62,1182.77,1191.14,1182.25,1.33B,-0.14%
"May 04, 2018",1175.71,1182.33,1185.94,1174.11,1.66B,-0.75%
"May 07, 2018",1176.49,1180.38,1183.88,1172.78,1.32B,0.07%
"May 08, 2018",1161.46,1177.05,1178.09,1157.97,1.83B,-1.28%
"May 09, 2018",1159.19,1162.18,1164.17,1154.82,1.77B,-0.20%
"May 10, 2018",1153.50,1163.51,1164.44,1151.19,1.34B,-0.49%
"May 11, 2018",1168.31,1155.09,1168.31,1151.94,1.36B,1.28%
"May 14, 2018",1172.57,1171.31,1174.60,1168.78,1.45B,0.36%
"May 15, 2018",1168.56,1172.79,1174.17,1162.58,1.63B,-0.34%
"May 16, 2018",1156.63,1161.43,1164.55,1154.17,1.63B,-1.02%
"May 17, 2018",1158.80,1158.06,1164.17,1153.25,2.08B,0.19%
"May 18, 2018",1161.26,1159.14,1164.06,1154.24,1.63B,0.21%
"May 21, 2018",1171.03,1166.79,1173.65,1164.67,1.28B,0.84%
"May 22, 2018",1165.04,1171.52,1173.15,1160.46,1.32B,-0.51%
"May 23, 2018",1156.18,1160.03,1162.95,1152.06,1.48B,-0.76%
"May 24, 2018",1139.91,1150.83,1154.32,1138.04,1.58B,-1.41%
"May 25, 2018",1147.49,1142.62,1147.50,1134.68,1.40B,0.66%
"May 28, 2018",1140.74,1142.83,1144.45,1137.24,1.33B,-0.59%
"May 30, 2018",1133.06,1126.45,1134.81,1122.97,1.85B,-0.67%
"May 31, 2018",1134.76,1137.35,1142.40,1131.22,2.45B,0.15%
"Jun 01, 2018",1129.66,1134.55,1137.54,1125.68,1.28B,-0.45%
"Jun 04, 2018",1131.82,1128.60,1135.22,1126.03,1.13B,0.19%
"Jun 05, 2018",1141.39,1132.72,1143.14,1124.83,2.15B,0.85%
"Jun 06, 2018",1145.95,1145.24,1150.87,1140.96,1.52B,0.40%
"Jun 07, 2018",1141.12,1149.52,1152.40,1141.12,1.25B,-0.42%
"Jun 08, 2018",1130.91,1143.70,1143.87,1130.76,1.05B,-0.89%
"Jun 11, 2018",1131.83,1132.23,1135.66,1125.64,786.53M,0.08%
"Jun 12, 2018",1135.11,1133.80,1142.11,1132.71,1.23B,0.29%
"Jun 13, 2018",1128.55,1134.21,1136.24,1126.58,1.16B,-0.58%
"Jun 14, 2018",1121.70,1125.19,1126.28,1113.93,1.31B,-0.61%
"Jun 15, 2018",1117.85,1118.75,1123.31,1109.92,1.51B,-0.34%
"Jun 18, 2018",1100.25,1108.53,1110.29,1100.15,1.17B,-1.57%
"Jun 19, 2018",1071.96,1090.34,1096.99,1067.58,2.32B,-2.57%
"Jun 20, 2018",1090.62,1078.94,1093.20,1072.62,1.53B,1.74%
"Jun 21, 2018",1068.68,1090.03,1091.31,1064.13,1.53B,-2.01%
"Jun 22, 2018",1071.18,1075.98,1081.65,1065.54,1.28B,0.23%
"Jun 25, 2018",1061.68,1076.07,1080.45,1060.45,1.07B,-0.89%
"Jun 26, 2018",1065.20,1057.10,1069.64,1052.04,1.29B,0.33%
"Jun 27, 2018",1060.58,1071.28,1076.15,1057.06,1.24B,-0.43%
"Jun 28, 2018",1050.60,1064.31,1066.65,1050.50,1.83B,-0.94%
"Jun 29, 2018",1051.63,1054.99,1059.81,1043.32,1.90B,0.10%
"Jul 02, 2018",1058.12,1053.26,1058.16,1043.67,1.26B,0.62%
"Jul 03, 2018",1069.77,1056.91,1071.32,1052.26,1.40B,1.10%
"Jul 04, 2018",1073.20,1068.75,1076.41,1062.92,2.21B,0.32%
"Jul 05, 2018",1054.84,1071.10,1072.89,1051.51,2.68B,-1.71%
"Jul 06, 2018",1063.71,1052.82,1067.59,1043.87,2.65B,0.84%
"Jul 09, 2018",1069.83,1072.62,1075.12,1068.05,1.38B,0.58%
"Jul 10, 2018",1085.36,1074.74,1085.52,1064.19,1.50B,1.45%
"Jul 11, 2018",1078.82,1075.83,1083.06,1073.24,1.01B,-0.60%
"Jul 12, 2018",1079.87,1076.52,1085.26,1075.62,1.21B,0.10%
"Jul 13, 2018",1080.05,1082.95,1085.97,1077.31,1.18B,0.02%
"Jul 16, 2018",1069.04,1075.03,1077.25,1065.12,959.21M,-1.02%
"Jul 17, 2018",1068.09,1066.12,1072.15,1060.52,1.31B,-0.09%
"Jul 18, 2018",1077.22,1073.82,1078.83,1071.59,1.35B,0.85%
"Jul 19, 2018",1084.85,1081.07,1087.98,1077.24,1.19B,0.71%
"Jul 20, 2018",1103.32,1088.29,1106.20,1085.53,2.72B,1.70%
"Jul 23, 2018",1107.43,1103.46,1112.38,1098.25,2.03B,0.37%
"Jul 24, 2018",1105.93,1114.04,1116.02,1101.40,2.11B,-0.14%
"Jul 25, 2018",1117.74,1108.65,1122.56,1108.46,1.93B,1.07%
"Jul 26, 2018",1126.25,1126.22,1127.83,1116.47,1.56B,0.76%
"Jul 31, 2018",1127.56,1127.71,1132.39,1121.62,1.67B,0.12%
"Aug 01, 2018",1143.46,1129.93,1144.14,1127.60,1.61B,1.41%
"Aug 02, 2018",1132.47,1138.35,1140.17,1125.52,1.19B,-0.96%
"Aug 03, 2018",1133.78,1131.77,1137.32,1129.92,994.02M,0.12%
"Aug 06, 2018",1122.94,1138.23,1140.76,1121.11,1.44B,-0.96%
"Aug 07, 2018",1131.25,1126.42,1134.54,1119.29,1.12B,0.74%
"Aug 08, 2018",1141.69,1132.27,1143.99,1130.82,1.43B,0.92%
"Aug 09, 2018",1141.63,1142.39,1147.45,1137.46,956.06M,-0.01%
"Aug 10, 2018",1128.62,1137.70,1138.71,1128.09,1.18B,-1.14%
"Aug 14, 2018",1122.32,1119.14,1123.48,1113.42,1.37B,-0.56%
"Aug 15, 2018",1107.78,1116.03,1117.64,1105.80,1.76B,-1.30%
"Aug 16, 2018",1110.87,1106.00,1112.28,1098.99,1.51B,0.28%
"Aug 17, 2018",1116.46,1116.23,1121.17,1115.30,1.38B,0.50%
"Aug 20, 2018",1125.61,1123.56,1129.69,1120.44,2.33B,0.82%
"Aug 21, 2018",1120.66,1127.36,1131.78,1116.15,1.37B,-0.44%
"Aug 22, 2018",1124.34,1122.40,1131.04,1121.55,1.05B,0.33%
"Aug 23, 2018",1129.73,1131.13,1134.03,1126.53,951.85M,0.48%
"Aug 24, 2018",1128.03,1126.29,1129.19,1122.84,760.74M,-0.15%
"Aug 27, 2018",1137.79,1132.83,1138.57,1131.75,1.34B,0.87%
"Aug 28, 2018",1139.30,1143.11,1146.83,1137.79,1.22B,0.13%
"Aug 29, 2018",1142.30,1141.67,1143.11,1136.38,895.46M,0.26%
"Aug 30, 2018",1138.12,1144.90,1147.31,1138.12,1.05B,-0.37%
"Aug 31, 2018",1138.80,1132.84,1139.54,1131.43,1.17B,0.06%
"Sep 03, 2018",1137.68,1138.38,1142.34,1136.10,906.97M,-0.10%
"Sep 04, 2018",1131.26,1138.28,1140.22,1130.75,1.05B,-0.56%
"Sep 05, 2018",1111.30,1126.34,1129.10,1110.87,1.51B,-1.76%
"Sep 06, 2018",1116.61,1110.48,1116.75,1104.03,1.91B,0.48%
"Sep 07, 2018",1112.49,1111.20,1117.26,1108.16,957.79M,-0.37%
"Sep 10, 2018",1113.47,1110.12,1114.39,1105.08,772.47M,0.09%
"Sep 11, 2018",1096.63,1112.48,1115.91,1096.63,1.06B,-1.51%
"Sep 12, 2018",1102.07,1095.82,1103.71,1090.92,1.11B,0.50%
"Sep 13, 2018",1133.44,1111.61,1138.13,1111.42,1.72B,2.85%
"Sep 14, 2018",1135.98,1138.42,1141.17,1132.12,1.28B,0.22%
"Sep 17, 2018",1131.92,1132.31,1137.40,1126.31,1.01B,-0.36%
"Sep 18, 2018",1151.59,1131.03,1155.43,1129.98,2.09B,1.74%
"Sep 19, 2018",1155.35,1155.11,1165.88,1153.00,4.01B,0.33%
"Sep 20, 2018",1157.31,1161.64,1166.12,1155.87,1.64B,0.17%
"Sep 21, 2018",1159.54,1162.05,1166.78,1156.80,1.83B,0.19%
"Sep 24, 2018",1154.60,1154.66,1162.04,1153.73,1.10B,-0.43%
"Sep 25, 2018",1156.18,1158.00,1160.37,1152.87,865.90M,0.14%
"Sep 26, 2018",1155.61,1159.06,1161.30,1152.50,1.15B,-0.05%
"Sep 27, 2018",1158.54,1157.19,1158.54,1142.80,1.70B,0.25%
"Sep 28, 2018",1158.75,1161.48,1162.14,1154.35,1.05B,0.02%
"Oct 01, 2018",1161.24,1163.05,1164.92,1159.23,1.05B,0.21%
"Oct 02, 2018",1150.93,1158.74,1162.26,1149.16,1.20B,-0.89%
"Oct 03, 2018",1147.75,1154.87,1157.21,1147.27,1.34B,-0.28%
"Oct 04, 2018",1138.05,1143.00,1146.75,1132.09,1.55B,-0.85%
"Oct 05, 2018",1131.13,1135.22,1140.11,1129.85,885.42M,-0.61%
"Oct 08, 2018",1115.02,1130.70,1137.01,1115.02,1.41B,-1.42%
"Oct 09, 2018",1116.48,1117.32,1124.44,1110.95,1.08B,0.13%
"Oct 10, 2018",1134.73,1125.64,1134.73,1124.23,920.43M,1.63%
"Oct 11, 2018",1105.61,1103.11,1110.43,1099.01,1.72B,-2.57%
"Oct 12, 2018",1114.62,1111.56,1117.60,1109.04,791.29M,0.81%
"Oct 16, 2018",1115.21,1114.96,1118.47,1108.29,723.83M,0.05%
"Oct 17, 2018",1113.98,1123.35,1125.15,1113.98,1.41B,-0.11%
"Oct 18, 2018",1105.93,1111.43,1113.87,1104.14,945.69M,-0.72%
"Oct 19, 2018",1096.19,1104.06,1105.52,1094.13,1.11B,-0.88%
"Oct 22, 2018",1093.15,1098.45,1102.09,1088.66,768.60M,-0.28%
"Oct 24, 2018",1067.15,1079.90,1085.50,1064.51,1.31B,-2.38%
"Oct 25, 2018",1083.50,1055.03,1085.99,1048.41,1.63B,1.53%
"Oct 26, 2018",1070.25,1078.00,1079.59,1067.50,778.50M,-1.22%
"Oct 29, 2018",1077.41,1073.71,1084.31,1072.17,724.38M,0.67%
"Oct 30, 2018",1078.15,1078.67,1084.03,1074.89,626.01M,0.07%
"Oct 31, 2018",1102.49,1087.42,1102.65,1085.63,994.00M,2.26%
"Nov 01, 2018",1099.63,1104.04,1105.41,1093.79,1.18B,-0.26%
"Nov 02, 2018",1109.70,1104.61,1114.36,1101.74,1.22B,0.92%
"Nov 05, 2018",1102.09,1099.96,1103.50,1097.92,785.46M,-0.69%
"Nov 06, 2018",1101.89,1107.50,1113.19,1101.79,859.27M,-0.02%
"Nov 07, 2018",1108.12,1105.46,1108.12,1091.91,983.29M,0.57%
"Nov 08, 2018",1112.57,1115.88,1118.18,1111.69,961.50M,0.40%
"Nov 09, 2018",1102.77,1107.29,1108.91,1099.34,572.01M,-0.88%
"Nov 12, 2018",1094.78,1106.38,1106.97,1094.46,545.14M,-0.72%
"Nov 13, 2018",1099.57,1088.27,1104.03,1086.66,936.11M,0.44%
"Nov 14, 2018",1094.08,1094.56,1099.70,1088.56,807.17M,-0.50%
"Nov 15, 2018",1086.32,1097.56,1098.60,1085.00,792.69M,-0.71%
"Nov 16, 2018",1084.54,1087.21,1092.80,1082.60,750.40M,-0.16%
"Nov 19, 2018",1087.15,1084.17,1089.91,1081.45,550.04M,0.24%
"Nov 20, 2018",1071.83,1083.81,1084.09,1069.75,780.92M,-1.41%
"Nov 21, 2018",1074.39,1065.46,1079.50,1062.21,959.73M,0.24%
"Nov 22, 2018",1065.48,1073.45,1077.65,1064.38,867.67M,-0.83%
"Nov 23, 2018",1077.93,1067.38,1079.60,1061.59,766.39M,1.17%
"Nov 26, 2018",1084.72,1077.64,1086.33,1073.48,694.91M,0.63%
